ecg_value
-1.2291852
-1.6068217
-2.0800874
-2.687226
-3.3929248
-4.100045
-4.701689
-5.113948
-5.3116074
-5.3316813
-5.2416916
-5.116622
-5.011653
-4.9569645
-4.9505196
-4.9696364
-4.9922223
-4.9993467
-4.985089
-4.954296
-4.920702
-4.895747
-4.8805623
-4.8731666
-4.8649635
-4.846623
-4.8126063
-4.765564
-4.7160134
-4.676306
-4.663656
-4.6900716
-4.7517486
-4.820832
-4.8423862
-4.7436414
-4.4522457
-3.9322314
-3.2089698
-2.3707247
-1.5456457
-0.85841966
-0.38978565
-0.15190332
-0.09777807
-0.15004149
-0.23115492
-0.2884231
-0.30217758
-0.28067908
-0.24338295
-0.20771308
-0.18330653
-0.16937535
-0.15980242
-0.14890808
-0.1356565
-0.12195403
-0.10972055
-0.10068208
-0.09406303
-0.08745109
-0.07888353
-0.06863404
-0.058214236
-0.04797573
-0.037854157
-0.026727993
-0.013049883
0.0034301225
0.0208015
0.0360987
0.04818054
0.057640523
0.06668049
0.07841353
0.09478798
0.11533302
0.13753317
0.15938686
0.18006657
0.1997777
0.21953224
0.2396083
0.25864962
0.27418756
0.2851708
0.29309213
0.30112165
0.31261003
0.3282895
0.34439418
0.35347965
0.34898967
0.33068973
0.30774483
0.29822662
0.322363
0.39053616
0.49030727
0.5791163
0.58804625
0.43880793
0.07232081
-0.5219902
-1.2909844
-2.1271415
-2.9011717
-3.5041304
-3.8805006
-4.0376773
-4.031309
-3.9375489
-3.8257575
-3.7410622
-3.6995518
-3.694315
-3.7066119
-3.7168999
-3.7127953
-3.692268
-3.6620202
-3.632442
-3.612101
-3.6037824
-3.6030715
-3.6002643
-3.5847926
-3.550363
-3.4988105
-3.4416077
-3.3980196
-3.3888865
-3.4267688
-3.5046911
-3.5875912
-3.61199
-3.4988995
-3.1801338
-2.6296527
-1.8852346
-1.0463003
-0.24428716
0.4023192
0.8265582
1.0276005
1.0584738
0.9971208
0.91591275
0.86155486
0.8498901
0.87300545
0.9120422
0.9492802
0.9752447
0.9895455
0.9971895
1.0036856
1.0118724
1.0214896
1.0308503
1.0389578
1.0463797
1.0544921
1.0640465
1.0743665
1.083707
1.0904542
1.094343
1.096724
1.0996464
1.1044713
1.1110743
1.1181436
1.1242919
1.1292522
1.1342515
1.1412264
1.1514556
1.1646283
1.1789765
1.1923158
1.20332
1.2121643
1.220101
1.2283831
1.237449
1.2469956
1.2567749
1.2673742
1.2800695
1.2954079
1.3113317
1.3224851
1.3220549
1.3060542
1.2781935
1.2522503
1.2489849
1.2866747
1.3676047
1.4660474
1.524782
1.4657487
1.2152473
0.73614115
0.05267874
-0.7468037
-1.5348095
-2.187792
-2.6271536
-2.8392322
-2.867947
-2.7881503
-2.6748397
-2.5811152
-2.5302503
-2.520012
-2.5334823
-2.5504801
-2.5557737
-2.5428426
-2.513766
-2.4765172
-2.4409761
-2.4148536
-2.4006846
-2.3948474
-2.3890216
-2.3737419
-2.3429704
-2.2981207
-2.2498019
-2.2158504
-2.2149844
-2.2567868
-2.3306892
-2.3986998
-2.397495
-2.2536967
-1.9107323
-1.3579246
-0.64679104
0.11788056
0.8120237
1.3358881
1.6456412
1.7593129
1.7385467
1.6587948
1.5824066
1.5437303
1.5480554
1.5807132
1.6201637
1.649212
1.6607517
1.6574568
1.6473749
1.6385345
1.6352998
1.6377063
1.6432517
1.6494632
1.655534
1.6622517
1.6706736
1.680768
1.6910983
1.6997505
1.7057489
1.7098502
1.7140754
1.7202795
1.7287867
1.7381014
1.7459115
1.7506775
1.7526863
1.7538412
1.7563303
1.7610837
1.7670587
1.7718166
1.7729827
1.7696229
1.7626704
1.7542129
1.7462417
1.7398084
1.7351863
1.7328043
1.7340146
1.7407254
1.7537235
1.7706612
1.7853564
1.7896941
1.7780211
1.7521796
1.7241559
1.7135453
1.7388697
1.8047528
1.889946
1.9427749
1.8894094
1.6558249
1.1974107
0.5240261
-0.29269692
-1.1363318
-1.881598
-2.4338934
-2.755266
-2.8672411
-2.8327425
-2.7281175
-2.6179018
-2.5404406
-2.5060115
-2.5041926
-2.5152168
-2.52049
-2.5092514
-2.4804997
-2.4409587
-2.400734
-2.3685043
-2.3479028
-2.3362024
-2.3256388
-2.3068576
-2.273341
-2.2253563
-2.171946
-2.129642
-2.1170287
-2.1453376
-2.2072039
-2.2681491
-2.2668717
-2.1290717
-1.7940764
-1.245232
-0.5287049
0.25273317
0.9721917
1.5231005
1.853843
1.9772204
1.9541705
1.8635488
1.773134
1.722373
1.7197801
1.7516514
1.7956443
1.8328291
1.8541359
1.8603939
1.8580016
1.853607
1.8506815
1.8490888
1.8468686
1.8424853
1.8360353
1.8289404
1.8227308
1.8179947
1.8142388
1.8106021
1.8067393
1.8031505
1.8007387
1.8000052
1.8005718
1.8014303
1.8017178
1.8013756
1.8011478
1.8018839
1.803681
1.8055661
1.8060374
1.8041112
1.8000952
1.7955076
1.7921888
1.7912471
1.792608
1.7954893
1.7993761
1.8045833
1.8117003
1.820058
1.8262737
1.8242997
1.8078356
1.7746519
1.7309026
1.6926011
1.6817431
1.7163937
1.797122
1.8953182
1.9504786
1.8819169
1.6149358
1.1134981
0.40471002
-0.41955742
-1.2289196
-1.898481
-2.349926
-2.5709312
-2.6069858
-2.534123
-2.4280076
-2.3422072
-2.3006372
-2.3019145
-2.329834
-2.364389
-2.3898468
-2.3986628
-2.3915732
-2.3750203
-2.35738
-2.3454118
-2.3419313
-2.3451245
-2.3494627
-2.347902
-2.3349056
-2.3096254
-2.2782328
-2.2539968
-2.2537131
-2.2899892
-2.3608446
-2.4405434
-2.4772458
-2.402332
-2.1519861
-1.694688
-1.0522076
-0.30162388
0.44589993
1.0814087
1.5329202
1.7833722
1.8660837
1.8433472
1.7801456
1.7241963
1.6978738
1.7012281
1.7213789
1.7428411
1.7548765
1.7543094
1.7443161
1.730987
1.719769
1.713323
1.7112716
1.711327
1.7108133
1.7077537
1.7012383
1.6913112
1.6787652
1.6650164
1.6519511
1.6415496
1.6352795
1.6335144
1.6353313
1.638877
1.6421596
1.6438594
1.6437143
1.6422675
1.6401615
1.637483
1.6336281
1.6277862
1.6196797
1.610003
1.6002073
1.5917612
1.5854418
1.5812298
1.5789309
1.5790294
1.5829526
1.592185
1.6064681
1.6222112
1.632591
1.6302018
1.6116818
1.5821713
1.556621
1.5555209
1.5947188
1.6720824
1.7566613
1.7871964
1.6849252
1.3800813
0.84362483
0.109506674
-0.7264411
-1.5346189
-2.1954672
-2.6382546
-2.8573337
-2.90161
-2.8466449
-2.7646587
-2.7044427
-2.6854436
-2.7033756
-2.7414038
-2.781144
-2.8099794
-2.8237996
-2.8260052
-2.8242924
-2.8266659
-2.8379095
-2.8575082
-2.8796763
-2.8956108
-2.8974376
-2.882706
-2.8577983
-2.8384132
-2.84555
-2.8965132
-2.9925246
-3.1072059
-3.182292
-3.1366034
-2.8900561
-2.396669
-1.6726723
-0.8037515
0.07664783
0.8308774
1.3626968
1.6440235
1.7130269
1.6488326
1.5375401
1.4443942
1.4005868
1.4053074
1.4379672
1.473336
1.4933295
1.492135
1.4747518
1.4515326
1.4321767
1.4219027
1.420826
1.4258217
1.4331586
1.4403088
1.4462672
1.4507899
1.4535161
1.4537505
1.4509864
1.4455994
1.4389999
1.4329646
1.4285314
1.4252437
1.4213678
1.41504
1.405601
1.3942137
1.3833464
1.3754435
1.371612
1.3711628
1.3723292
1.3736688
1.3750991
1.3777649
1.3828671
1.3903873
1.3986799
1.4052726
1.4084681
1.4087292
1.4087032
1.4114156
1.4175016
1.4233696
1.4220029
1.4067291
1.3765373
1.3401592
1.3157566
1.3242226
1.376853
1.4615991
1.5346247
1.5238931
1.348012
0.9467199
0.3115304
-0.49901706
-1.3705316
-2.1684873
-2.782827
-3.1608481
-3.3150232
-3.306225
-3.213975
-3.1081872
-3.0322545
-2.9999354
-3.0026584
-3.0213838
-3.0376298
-3.0404036
-3.0281827
-3.0068612
-2.9854212
-2.9712548
-2.966778
-2.9683836
-2.967985
-2.9565654
-2.92854
-2.8855045
-2.8379807
-2.803915
-2.8030548
-2.8473444
-2.9294071
-3.013654
-3.0361738
-2.9183664
-2.5939257
-2.0404098
-1.2999687
-0.4751193
0.3027876
0.9188604
1.3116804
1.4855071
1.495955
1.4204993
1.329123
1.2659639
1.2452234
1.2583505
1.286437
1.3117621
1.3245447
1.3239377
1.3148633
1.3035487
1.294298
1.2886112
1.2861836
1.2864283
1.2892528
1.2946744
1.3018566
1.3086116
1.3120391
1.3100361
1.3026602
1.2923434
1.2827038
1.2766321
1.2748051
1.2755204
1.275919
1.2737882
1.268813
1.2625426
1.2572043
1.2542293
1.2534882
1.2536788
1.253493
1.2526529
1.2520504
1.2529161
1.25569
1.259512
1.2628198
1.2647288
1.2662055
1.270002
1.2790176
1.2938564
1.3111142
1.3237997
1.3243289
1.3091718
1.2830622
1.2601858
1.2603124
1.2995012
1.3775557
1.4671077
1.5108006
1.4319313
1.1590524
0.65733916
-0.047303617
-0.86585224
-1.6709044
-2.339278
-2.7925766
-3.0171475
-3.0570288
-2.9875546
-2.884463
-2.8013973
-2.7615159
-2.7617743
-2.7843332
-2.808895
-2.8214643
-2.8177166
-2.801617
-2.7813678
-2.7649732
-2.7570314
-2.7574146
-2.7617009
-2.7628806
-2.7538764
-2.7305145
-2.6944396
-2.6550083
-2.628638
-2.634027
-2.682789
-2.7675395
-2.8525164
-2.8735566
-2.7525666
-2.4255323
-1.8743191
-1.1461097
-0.3466972
0.39331558
0.9642511
1.3124725
1.4494377
1.4348191
1.3462859
1.2512407
1.1903847
1.1751832
1.1955171
1.2315339
1.2643503
1.2824819
1.2833786
1.2713343
1.2538569
1.2383436
1.2300313
1.231314
1.2420006
1.2599722
1.2818656
1.3037417
1.3218799
1.333663
1.3382123
1.3364235
1.3303772
1.3224287
1.314394
1.3071388
1.3006533
1.2944694
1.2881677
1.2817395
1.2756561
1.2706263
1.2671772
1.2653269
1.264578
1.2642564
1.2639767
1.263916
1.2646766
1.266798
1.2702432
1.2742474
1.2777239
1.2800685
1.2818972
1.2851558
1.2922858
1.304635
1.3208259
1.3360573
1.3431581
1.3355832
1.311581
1.277794
1.2500178
1.2491639
1.2919235
1.3781552
1.4798809
1.5384625
1.4753681
1.2170113
0.72649
0.028266903
-0.78881395
-1.5960279
-2.2678807
-2.7237558
-2.948809
-2.9870732
-2.9144838
-2.8073397
-2.7197337
-2.675624
-2.6734254
-2.6969812
-2.7268045
-2.7479024
-2.7531834
-2.7432506
-2.7240264
-2.7035422
-2.6888444
-2.6835735
-2.6865983
-2.6921053
-2.6915073
-2.6771307
-2.646813
-2.6075718
-2.5759242
-2.5728555
-2.6132634
-2.6926708
-2.7769735
-2.8022573
-2.6895466
-2.373112
-1.8324094
-1.1117324
-0.31411523
0.43149674
1.0152212
1.3814342
1.53874
1.5441371
1.4732722
1.3920395
1.3399392
1.3277138
1.3454661
1.3748143
1.3994128
1.410768
1.4089582
1.3996567
1.3896897
1.3833902
1.3812335
1.3808744
1.3794549
1.3756226
1.370212
1.3654934
1.3637048
1.3658445
1.3713733
1.3788207
1.3867211
1.3942093
1.4009825
1.4068633
1.4114399
1.414096
1.414402
1.4125792
1.409681
1.4072652
1.4066317
1.4080476
1.4104935
1.4121996
1.4117055
1.408777
1.4045765
1.4009857
1.3995752
1.4009547
1.4049377
1.4113054
1.4204046
1.4328377
1.4481555
1.4633514
1.472473
1.4683876
1.4466449
1.4099776
1.3709428
1.3501709
1.368916
1.4369713
1.5398718
1.6315317
1.6385367
1.479065
1.0928723
0.47124067
-0.3281029
-1.1918209
-1.9859682
-2.6001728
-2.9807355
-3.1390076
-3.1350112
-3.0477839
-2.947145
-2.8768785
-2.8515925
-2.8636172
-2.8941593
-2.923801
-2.9395347
-2.9375145
-2.922023
-2.9019067
-2.8860579
-2.8794854
-2.8811812
-2.884464
-2.8798316
-2.8595936
-2.8228276
-2.7786505
-2.7457116
-2.746436
-2.7961493
-2.8897233
-2.9911072
-3.03256
-2.928881
-2.606244
-2.0365646
-1.2611157
-0.38791984
0.44076565
1.0975244
1.5118598
1.6861701
1.6819081
1.5871689
1.4827476
1.419826
1.4140364
1.453109
1.5113288
1.5637553
1.5953897
1.6036637
1.5954336
1.5812935
1.5702101
1.566514
1.5697695
1.5767022
1.5836884
1.5884763
1.5905807
1.5906295
1.5894042
1.5872701
1.5842884
1.580761
1.5775841
1.5759256
1.5763806
1.5783241
1.5800952
1.5799873
1.5773616
1.5730872
1.5689847
1.5666386
1.566378
1.5671039
1.5670633
1.5650322
1.5611012
1.5565629
1.5530397
1.5515226
1.5520306
1.5541112
1.5577362
1.563773
1.5734533
1.586965
1.602022
1.6135286
1.6150904
1.6022937
1.576644
1.5481404
1.5341338
1.5529236
1.6127243
1.6995226
1.7696917
1.7535409
1.5730542
1.1707838
0.5392656
-0.26394615
-1.1266458
-1.916521
-2.525005
-2.9001043
-3.054507
-3.0490031
-2.9627404
-2.8650243
-2.7986479
-2.7770228
-2.7914517
-2.822633
-2.851323
-2.8652358
-2.8614132
-2.8447688
-2.8243
-2.808667
-2.8025968
-2.805096
-2.809891
-2.8080258
-2.792016
-2.7603905
-2.7209127
-2.6905117
-2.6903331
-2.7357113
-2.8233087
-2.9204655
-2.963469
-2.8702073
-2.5673244
-2.023587
-1.2739471
-0.41898668
0.4047368
1.0715326
1.5081158
1.7107415
1.7333995
1.6574384
1.5591905
1.4886038
1.4635262
1.4767021
1.5087411
1.5404329
1.5603062
1.5663936
1.5635285
1.5586878
1.5569404
1.5596373
1.5650448
1.570394
1.5738465
1.5753027
1.5758934
1.5768118
1.5784166
1.5801582
1.5812236
1.5813018
1.5808593
1.5807295
1.5813649
1.5823647
1.5826874
1.581437
1.5786605
1.5755343
1.5737072
1.5741757
1.5764403
1.5785521
1.5780978
1.5735569
1.5652043
1.5549973
1.5455285
1.5387309
1.5351714
1.5343561
1.5357311
